case_number,date_filed,time_filed,crime_type_code,description,case_status,district_name,police_station,location_name,location_lat,location_lng,investigating_officer,year_filed,month_filed,hour_of_crime
KAR/BEN/2024/1638,2024-11-30,02:20:00,robbery,"Reported incident of robbery at Near Balasubramanian Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-26-KA-3510.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Balasubramanian Path, Bengaluru Urban",13.0517,77.5765,Insp. Benjamin Sachar,2024,11,2
KAR/BEN/2024/1639,2024-04-30,05:21:00,hit_and_run,"Reported incident of hit and run at Near Kumer Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Kumer Chowk, Bengaluru Urban",12.9185,77.5772,Insp. Frederick Rai,2024,4,5
KAR/BEN/2024/1640,2024-01-30,14:05:00,hit_and_run,"Reported incident of hit and run at Near Singhal Nagar, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Singhal Nagar, Bengaluru Urban",13.0467,77.5919,Insp. Umang Warrior,2024,1,14
KAR/VIJ/2024/1641,2024-07-15,07:19:00,burglary,"Reported incident of burglary at Near Dhar Circle, Vijayapura.",open,Vijayapura,Vijayapura Industrial PS,"Near Dhar Circle, Vijayapura",16.798,75.7251,Insp. Aashi Sridhar,2024,7,7
KAR/MAN/2024/1642,2025-05-29,01:40:00,property_crime,"Reported incident of property crime at Near Malhotra, Mandya.",under_investigation,Mandya,Mandya Industrial PS,"Near Malhotra, Mandya",12.5498,76.9384,Insp. Rachit Dara,2025,5,1
KAR/MAN/2024/1643,2024-02-07,08:05:00,eve_teasing,"Reported incident of eve teasing at Near Lad Road, Mandya.",closed,Mandya,Mandya Traffic PS,"Near Lad Road, Mandya",12.5557,76.9036,Insp. Madhavi Goyal,2024,2,8
KAR/RAI/2024/1644,2024-01-17,03:07:00,vehicle_theft,"Reported incident of vehicle theft at Near Nagarajan Street, Raichur. Suspect vehicle noticed with plate KA-10-N-4229.",under_investigation,Raichur,Raichur Rural PS,"Near Nagarajan Street, Raichur",16.1654,77.2683,Insp. Anusha Chand,2024,1,3
KAR/BID/2024/1645,2025-05-30,21:46:00,eve_teasing,"Reported incident of eve teasing at Near Kala Nagar, Bidar.",under_investigation,Bidar,Bidar Town PS,"Near Kala Nagar, Bidar",18.0098,77.5451,Insp. Ishita Choudhry,2025,5,21
KAR/BEL/2024/1646,2024-12-25,19:39:00,assault,"Reported incident of assault at Near Ahluwalia, Belagavi.",under_investigation,Belagavi,Belagavi Rural PS,"Near Ahluwalia, Belagavi",15.8381,74.5213,Insp. Advaith Bala,2024,12,19
KAR/VIJ/2024/1647,2024-12-15,21:48:00,vehicle_theft,"Reported incident of vehicle theft at Near Kala Circle, Vijayapura. Suspect vehicle noticed with plate KA-34-N-5711.",open,Vijayapura,Vijayapura Town PS,"Near Kala Circle, Vijayapura",16.9279,75.7731,Insp. Falan Naidu,2024,12,21
KAR/TUM/2024/1648,2024-04-16,09:34:00,drug_offence,"Reported incident of drug offence at Near Srivastava Street, Tumakuru.",under_investigation,Tumakuru,Tumakuru Suburban PS,"Near Srivastava Street, Tumakuru",13.3089,77.0887,Insp. Zinal Kala,2024,4,9
KAR/BID/2024/1649,2024-06-11,22:03:00,robbery,"Reported incident of robbery at Near Merchant Street, Bidar. Suspect vehicle noticed with plate KA-31-KB-8258.",under_investigation,Bidar,Bidar Traffic PS,"Near Merchant Street, Bidar",17.9006,77.4385,Insp. Chakrika Minhas,2024,6,22
KAR/BEN/2024/1650,2025-03-18,15:15:00,fraud,"Reported incident of fraud at Near Wali Chowk, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Wali Chowk, Bengaluru Urban",12.9657,77.673,Insp. Shivansh Varghese,2025,3,15
KAR/CHI/2024/1651,2025-05-26,02:59:00,hit_and_run,"Reported incident of hit and run at Near Lalla Road, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Town PS,"Near Lalla Road, Chikkamagaluru",13.3854,75.8207,Insp. Utkarsh Kala,2025,5,2
KAR/HAS/2024/1652,2024-03-13,03:02:00,property_crime,"Reported incident of property crime at Near Brahmbhatt Zila, Hassan.",under_investigation,Hassan,Hassan Town PS,"Near Brahmbhatt Zila, Hassan",13.0037,76.0322,Insp. Maanas Swamy,2024,3,3
KAR/SHI/2024/1653,2024-10-10,01:03:00,fraud,"Reported incident of fraud at Near Choudhury Ganj, Shivamogga.",closed,Shivamogga,Shivamogga Market PS,"Near Choudhury Ganj, Shivamogga",13.9081,75.5706,Insp. Jai Pradhan,2024,10,1
KAR/DAV/2024/1654,2024-02-21,11:52:00,chain_snatching,"Reported incident of chain snatching at Near Dugar Path, Davangere. Suspect vehicle noticed with plate KA-25-KA-6128.",open,Davangere,Davangere Traffic PS,"Near Dugar Path, Davangere",14.4655,75.9514,Insp. Anamika Kaul,2024,2,11
KAR/BEN/2024/1655,2025-02-10,11:28:00,eve_teasing,"Reported incident of eve teasing at Near Bandi Street, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Bandi Street, Bengaluru Urban",12.8902,77.5729,Insp. Aishani Borah,2025,2,11
KAR/BEN/2024/1656,2024-08-30,14:16:00,assault,"Reported incident of assault at Near Ahuja Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Ahuja Street, Bengaluru Urban",12.9564,77.5735,Insp. Brijesh Dhar,2024,8,14
KAR/TUM/2024/1657,2024-10-09,15:31:00,vehicle_theft,"Reported incident of vehicle theft at Near Pillai Chowk, Tumakuru. Suspect vehicle noticed with plate KA-21-KB-6155.",open,Tumakuru,Tumakuru Rural PS,"Near Pillai Chowk, Tumakuru",13.2996,77.1218,Insp. Isha Basak,2024,10,15
KAR/BEN/2024/1658,2024-10-18,02:42:00,vehicle_theft,"Reported incident of vehicle theft at Near Luthra Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-22-A-5097.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Luthra Marg, Bengaluru Urban",13.0205,77.615,Insp. Dev Guha,2024,10,2
KAR/KOL/2024/1659,2024-10-01,11:32:00,vehicle_theft,"Reported incident of vehicle theft at Near Thaker Road, Kolar. Suspect vehicle noticed with plate KA-09-A-8392.",open,Kolar,Kolar Rural PS,"Near Thaker Road, Kolar",13.188,78.0978,Insp. Harish Comar,2024,10,11
KAR/BEN/2024/1660,2024-11-19,09:43:00,vehicle_theft,"Reported incident of vehicle theft at Near Sha Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-19-KB-5129.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Sha Zila, Bengaluru Urban",12.945,77.6763,Insp. Amol Mallick,2024,11,9
KAR/KAL/2024/1661,2025-01-15,07:47:00,cybercrime,"Reported incident of cybercrime at Near Patla Street, Kalaburagi.",open,Kalaburagi,Kalaburagi Town PS,"Near Patla Street, Kalaburagi",17.2471,76.8191,Insp. Widisha Choudhary,2025,1,7
KAR/MYS/2024/1662,2025-02-03,11:07:00,hit_and_run,"Reported incident of hit and run at Near Naik Zila, Mysuru.",closed,Mysuru,Mysuru Central PS,"Near Naik Zila, Mysuru",12.2474,76.7297,Insp. Tanvi Murthy,2025,2,11
KAR/BEN/2024/1663,2024-08-13,21:52:00,vehicle_theft,"Reported incident of vehicle theft at Near Koshy Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-38-N-6878.",closed,Bengaluru Urban,Bengaluru Urban East PS,"Near Koshy Chowk, Bengaluru Urban",13.0433,77.6185,Insp. Ayushman Swamy,2024,8,21
KAR/MYS/2024/1664,2024-10-08,17:53:00,vehicle_theft,"Reported incident of vehicle theft at Near Chanda Nagar, Mysuru. Suspect vehicle noticed with plate KA-17-KA-9177.",open,Mysuru,Mysuru West PS,"Near Chanda Nagar, Mysuru",12.3515,76.5888,Insp. Yashawini Goyal,2024,10,17
KAR/BAL/2024/1665,2024-01-19,08:45:00,fraud,"Reported incident of fraud at Near Sur, Ballari.",open,Ballari,Ballari Industrial PS,"Near Sur, Ballari",15.1213,76.9521,Insp. Michael Divan,2024,1,8
KAR/KOL/2024/1666,2024-10-18,22:54:00,vehicle_theft,"Reported incident of vehicle theft at Near Koshy Road, Kolar. Suspect vehicle noticed with plate KA-05-M-1409.",chargesheeted,Kolar,Kolar Industrial PS,"Near Koshy Road, Kolar",13.1577,78.1638,Insp. Ekiya Kade,2024,10,22
KAR/BEN/2024/1667,2024-09-15,10:47:00,assault,"Reported incident of assault at Near Vyas Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Vyas Road, Bengaluru Urban",12.9425,77.5562,Insp. Triya Shetty,2024,9,10
KAR/BEN/2024/1668,2024-07-12,06:18:00,assault,"Reported incident of assault at Near Shere Circle, Bengaluru Rural.",chargesheeted,Bengaluru Rural,Bengaluru Rural East PS,"Near Shere Circle, Bengaluru Rural",13.2569,77.5104,Insp. Advaith Karan,2024,7,6
KAR/KOP/2024/1669,2025-04-12,00:14:00,burglary,"Reported incident of burglary at Near Malhotra Circle, Koppal.",open,Koppal,Koppal Market PS,"Near Malhotra Circle, Koppal",15.3471,76.2591,Insp. Matthew Dora,2025,4,0
KAR/UDU/2024/1670,2024-02-07,12:20:00,vehicle_theft,"Reported incident of vehicle theft at Near Das Zila, Udupi. Suspect vehicle noticed with plate KA-14-A-9089.",open,Udupi,Udupi Traffic PS,"Near Das Zila, Udupi",13.4033,74.7055,Insp. Devika Kar,2024,2,12
KAR/BEN/2024/1671,2024-01-10,17:22:00,assault,"Reported incident of assault at Near Ravel Marg, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Ravel Marg, Bengaluru Urban",12.9085,77.5596,Insp. Ayush Bahl,2024,1,17
KAR/BEN/2024/1672,2025-03-31,18:36:00,eve_teasing,"Reported incident of eve teasing at Near Jain Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Jain Street, Bengaluru Urban",12.9526,77.5826,Insp. Banjeet Mann,2025,3,18
KAR/MYS/2024/1673,2025-02-28,07:10:00,cybercrime,"Reported incident of cybercrime at Near Kar Path, Mysuru.",open,Mysuru,Mysuru East PS,"Near Kar Path, Mysuru",12.2751,76.6757,Insp. Nilima Sibal,2025,2,7
KAR/BEN/2024/1674,2025-04-28,12:47:00,drug_offence,"Reported incident of drug offence at Near Chandran Nagar, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Chandran Nagar, Bengaluru Urban",12.9235,77.5755,Insp. Vedhika Kota,2025,4,12
KAR/BEN/2024/1675,2025-04-09,14:26:00,burglary,"Reported incident of burglary at Near Ramaswamy Nagar, Bengaluru Rural.",under_investigation,Bengaluru Rural,Bengaluru Rural Traffic PS,"Near Ramaswamy Nagar, Bengaluru Rural",13.2846,77.5159,Insp. Manthan Pant,2025,4,14
KAR/BEN/2024/1676,2024-10-20,00:35:00,chain_snatching,"Reported incident of chain snatching at Near More Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-29-B-2668.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near More Path, Bengaluru Urban",12.8903,77.5396,Insp. Krishna Rege,2024,10,0
KAR/BEN/2024/1677,2024-08-01,06:18:00,fraud,"Reported incident of fraud at Near Jayaraman Street, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Jayaraman Street, Bengaluru Urban",12.9553,77.6029,Insp. Nirja Nayak,2024,8,6
KAR/DAV/2024/1678,2024-02-18,17:42:00,chain_snatching,"Reported incident of chain snatching at Near Bhatt Zila, Davangere. Suspect vehicle noticed with plate KA-06-A-8825.",under_investigation,Davangere,Davangere Market PS,"Near Bhatt Zila, Davangere",14.4225,75.8193,Insp. Harini Nagi,2024,2,17
KAR/BEN/2024/1679,2024-05-18,00:45:00,chain_snatching,"Reported incident of chain snatching at Near Lata, Bengaluru Urban. Suspect vehicle noticed with plate KA-13-M-9952.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Lata, Bengaluru Urban",12.914,77.5736,Insp. Rachita Kalita,2024,5,0
KAR/CHI/2024/1680,2025-01-15,03:30:00,fraud,"Reported incident of fraud at Near Gole Chowk, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Traffic PS,"Near Gole Chowk, Chikkamagaluru",13.3547,75.6944,Insp. Udant Comar,2025,1,3
KAR/SHI/2024/1681,2024-04-01,12:55:00,burglary,"Reported incident of burglary at Near Chana Chowk, Shivamogga.",open,Shivamogga,Shivamogga Town PS,"Near Chana Chowk, Shivamogga",14.0142,75.6334,Insp. Jacob Badami,2024,4,12
KAR/BEN/2024/1682,2024-11-06,15:05:00,chain_snatching,"Reported incident of chain snatching at Near Nayar Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-05-N-9265.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Nayar Marg, Bengaluru Urban",12.9974,77.5295,Insp. Kritika Peri,2024,11,15
KAR/CHI/2024/1683,2024-01-31,20:49:00,cybercrime,"Reported incident of cybercrime at Near Oza, Chikkamagaluru.",under_investigation,Chikkamagaluru,Chikkamagaluru Industrial PS,"Near Oza, Chikkamagaluru",13.3118,75.8151,Insp. Divya Sarraf,2024,1,20
KAR/UDU/2024/1684,2024-03-14,07:32:00,vehicle_theft,"Reported incident of vehicle theft at Near Mani Marg, Udupi. Suspect vehicle noticed with plate KA-36-B-6394.",under_investigation,Udupi,Udupi Industrial PS,"Near Mani Marg, Udupi",13.3067,74.7612,Insp. Jeet Gupta,2024,3,7
KAR/KOL/2024/1685,2024-12-18,12:34:00,vehicle_theft,"Reported incident of vehicle theft at Near Sem Marg, Kolar. Suspect vehicle noticed with plate KA-41-P-4138.",under_investigation,Kolar,Kolar Market PS,"Near Sem Marg, Kolar",13.2105,78.2322,Insp. Parth Tank,2024,12,12
KAR/HUB/2024/1686,2024-02-06,01:20:00,drug_offence,"Reported incident of drug offence at Near Patla Circle, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Suburban PS,"Near Patla Circle, Hubballi-Dharwad",15.3709,75.1243,Insp. Nitesh Subramanian,2024,2,1
KAR/BAL/2024/1687,2025-03-11,19:10:00,fraud,"Reported incident of fraud at Near Kala Ganj, Ballari.",open,Ballari,Ballari Town PS,"Near Kala Ganj, Ballari",15.125,76.9795,Insp. Nirja More,2025,3,19
KAR/BEN/2024/1688,2024-04-24,18:25:00,eve_teasing,"Reported incident of eve teasing at Near Pingle Nagar, Bengaluru Urban.",closed,Bengaluru Urban,Bengaluru Urban East PS,"Near Pingle Nagar, Bengaluru Urban",13.0753,77.566,Insp. Vansha Tandon,2024,4,18
KAR/BEN/2024/1689,2024-12-14,14:35:00,hit_and_run,"Reported incident of hit and run at Near Balasubramanian Street, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural North PS,"Near Balasubramanian Street, Bengaluru Rural",13.2596,77.5433,Insp. Atharv Memon,2024,12,14
KAR/BEN/2024/1690,2024-03-20,15:01:00,domestic_violence,"Reported incident of domestic violence at Near Sachdeva Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Sachdeva Nagar, Bengaluru Urban",12.9355,77.5793,Insp. Nilima Bawa,2024,3,15
KAR/BEN/2024/1691,2025-05-20,18:47:00,vehicle_theft,"Reported incident of vehicle theft at Near Krishnan Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-44-M-9007.",chargesheeted,Bengaluru Urban,Bengaluru Urban West PS,"Near Krishnan Path, Bengaluru Urban",12.9012,77.5674,Insp. Zansi Vohra,2025,5,18
KAR/RAI/2024/1692,2024-11-13,23:40:00,chain_snatching,"Reported incident of chain snatching at Near Aurora Nagar, Raichur. Suspect vehicle noticed with plate KA-20-M-6231.",chargesheeted,Raichur,Raichur Market PS,"Near Aurora Nagar, Raichur",16.1623,77.3215,Insp. Falak Jaggi,2024,11,23
KAR/BEL/2024/1693,2025-03-05,09:52:00,vehicle_theft,"Reported incident of vehicle theft at Near Oommen Nagar, Belagavi. Suspect vehicle noticed with plate KA-05-KB-6366.",under_investigation,Belagavi,Belagavi Town PS,"Near Oommen Nagar, Belagavi",15.8551,74.5512,Insp. Neelima Sharma,2025,3,9
KAR/HAS/2024/1694,2024-04-07,16:04:00,chain_snatching,"Reported incident of chain snatching at Near Chander, Hassan. Suspect vehicle noticed with plate KA-46-KA-3832.",under_investigation,Hassan,Hassan Market PS,"Near Chander, Hassan",13.0277,76.0978,Insp. Hema Krishnamurthy,2024,4,16
KAR/KOL/2024/1695,2024-06-01,04:48:00,burglary,"Reported incident of burglary at Near Bhatt Nagar, Kolar.",open,Kolar,Kolar Market PS,"Near Bhatt Nagar, Kolar",13.1824,78.1982,Insp. Chandran Pandey,2024,6,4
KAR/BEN/2024/1696,2024-03-04,22:00:00,cybercrime,"Reported incident of cybercrime at Near Sinha Marg, Bengaluru Rural.",under_investigation,Bengaluru Rural,Bengaluru Rural North PS,"Near Sinha Marg, Bengaluru Rural",13.257,77.511,Insp. Wridesh Shah,2024,3,22
KAR/KAL/2024/1697,2024-10-08,11:29:00,vehicle_theft,"Reported incident of vehicle theft at Near Rau, Kalaburagi. Suspect vehicle noticed with plate KA-40-KB-9325.",chargesheeted,Kalaburagi,Kalaburagi Town PS,"Near Rau, Kalaburagi",17.2513,76.8269,Insp. Victor Sastry,2024,10,11
KAR/TUM/2024/1698,2024-04-08,19:58:00,property_crime,"Reported incident of property crime at Near Shere, Tumakuru.",open,Tumakuru,Tumakuru Industrial PS,"Near Shere, Tumakuru",13.3139,77.0757,Insp. Tanmayi Suresh,2024,4,19
KAR/SHI/2024/1699,2024-12-17,15:36:00,vehicle_theft,"Reported incident of vehicle theft at Near Vala Nagar, Shivamogga. Suspect vehicle noticed with plate KA-41-A-7957.",under_investigation,Shivamogga,Shivamogga Rural PS,"Near Vala Nagar, Shivamogga",13.8692,75.5215,Insp. Janaki Chatterjee,2024,12,15
KAR/UDU/2024/1700,2024-07-12,16:53:00,burglary,"Reported incident of burglary at Near Sethi, Udupi.",under_investigation,Udupi,Udupi Industrial PS,"Near Sethi, Udupi",13.3268,74.7496,Insp. Charan Chandran,2024,7,16
KAR/KOP/2024/1701,2025-02-24,07:14:00,assault,"Reported incident of assault at Near Anne Circle, Koppal.",open,Koppal,Koppal Traffic PS,"Near Anne Circle, Koppal",15.3617,76.1879,Insp. Samar Gaba,2025,2,7
KAR/BEN/2024/1702,2024-10-09,15:22:00,chain_snatching,"Reported incident of chain snatching at Near Kuruvilla Path, Bengaluru Rural. Suspect vehicle noticed with plate KA-29-A-7871.",under_investigation,Bengaluru Rural,Bengaluru Rural North PS,"Near Kuruvilla Path, Bengaluru Rural",13.2339,77.5229,Insp. Ranbir Sandal,2024,10,15
KAR/UDU/2024/1703,2024-09-14,20:49:00,vehicle_theft,"Reported incident of vehicle theft at Near Kumer Zila, Udupi. Suspect vehicle noticed with plate KA-16-B-7914.",under_investigation,Udupi,Udupi Market PS,"Near Kumer Zila, Udupi",13.3972,74.6484,Insp. Faqid Chandran,2024,9,20
KAR/BEN/2024/1704,2025-03-29,05:53:00,vehicle_theft,"Reported incident of vehicle theft at Near Nazareth Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-02-KA-1625.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Nazareth Marg, Bengaluru Urban",12.9804,77.6312,Insp. Aarini Pandit,2025,3,5
KAR/BEN/2024/1705,2025-01-28,21:07:00,eve_teasing,"Reported incident of eve teasing at Near Upadhyay Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Upadhyay Street, Bengaluru Urban",12.9558,77.6856,Insp. Advik Goyal,2025,1,21
KAR/BAL/2024/1706,2024-03-23,08:09:00,kidnapping,"Reported incident of kidnapping at Near Sarkar Road, Ballari.",open,Ballari,Ballari Suburban PS,"Near Sarkar Road, Ballari",15.1858,76.9549,Insp. Samar Ramesh,2024,3,8
KAR/MYS/2024/1707,2025-01-18,05:54:00,chain_snatching,"Reported incident of chain snatching at Near Gulati Nagar, Mysuru. Suspect vehicle noticed with plate KA-37-B-1923.",open,Mysuru,Mysuru Traffic PS,"Near Gulati Nagar, Mysuru",12.3443,76.6115,Insp. Kashish Vyas,2025,1,5
KAR/HUB/2024/1708,2024-01-13,13:57:00,burglary,"Reported incident of burglary at Near Majumdar Ganj, Hubballi-Dharwad.",under_investigation,Hubballi-Dharwad,Hubballi-Dharwad Town PS,"Near Majumdar Ganj, Hubballi-Dharwad",15.393,75.1466,Insp. Bhavini Bhat,2024,1,13
KAR/BEN/2024/1709,2025-03-24,03:15:00,cybercrime,"Reported incident of cybercrime at Near Panchal Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Panchal Road, Bengaluru Urban",12.8981,77.5848,Insp. Vidhi Mall,2025,3,3
KAR/CHI/2024/1710,2025-06-01,10:20:00,chain_snatching,"Reported incident of chain snatching at Near Chandra Nagar, Chikkamagaluru. Suspect vehicle noticed with plate KA-52-KA-9534.",under_investigation,Chikkamagaluru,Chikkamagaluru Industrial PS,"Near Chandra Nagar, Chikkamagaluru",13.3098,75.791,Insp. Isaiah Krishnan,2025,6,10
KAR/MAN/2024/1711,2024-10-08,00:20:00,vehicle_theft,"Reported incident of vehicle theft at Near Shanker Path, Mandya. Suspect vehicle noticed with plate KA-40-P-4856.",open,Mandya,Mandya Traffic PS,"Near Shanker Path, Mandya",12.5642,76.8987,Insp. Lopa Chada,2024,10,0
KAR/KOP/2024/1712,2024-04-02,13:45:00,property_crime,"Reported incident of property crime at Near Hayer Circle, Koppal.",open,Koppal,Koppal Market PS,"Near Hayer Circle, Koppal",15.379,76.2594,Insp. Kamya Apte,2024,4,13
KAR/BEN/2024/1713,2024-08-07,07:17:00,chain_snatching,"Reported incident of chain snatching at Near Mohanty, Bengaluru Urban. Suspect vehicle noticed with plate KA-08-A-8543.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Mohanty, Bengaluru Urban",12.986,77.6613,Insp. Chavvi Wable,2024,8,7
KAR/KOP/2024/1714,2024-02-13,15:45:00,cybercrime,"Reported incident of cybercrime at Near Narayan Circle, Koppal.",open,Koppal,Koppal Suburban PS,"Near Narayan Circle, Koppal",15.3722,76.2468,Insp. Om Puri,2024,2,15
KAR/BAL/2024/1715,2025-05-15,12:27:00,vehicle_theft,"Reported incident of vehicle theft at Near Sidhu Path, Ballari. Suspect vehicle noticed with plate KA-07-P-6184.",open,Ballari,Ballari Traffic PS,"Near Sidhu Path, Ballari",15.1733,76.836,Insp. Lucky Kuruvilla,2025,5,12
KAR/MYS/2024/1716,2024-12-04,12:07:00,burglary,"Reported incident of burglary at Near Shanker Road, Mysuru.",under_investigation,Mysuru,Mysuru Traffic PS,"Near Shanker Road, Mysuru",12.3354,76.6094,Insp. Abeer Dugal,2024,12,12
